ExperimentControl	306	"StartTime = Jul 31, 2007 14:51:51.687"	"EndTime = Jul 31, 2007 14:54:36.299"	OperationCode = D1_B2_L2	OperationMode = 37	TestArticleName = HyDE	"Comments = ""Testing runs for HyDE for FY2007 IVHM Milestone (HyDE History=5)"""	FaultType = discrete	FaultMode = failed open	FaultLocation = ISH262	FaultInjection = manual	LoadLocation = 270	LoadName = PMP1	LoadSchedule = none	LoadLocation = 271	LoadName = LGT2	LoadSchedule = none	LoadLocation = 272	LoadName = FAN4	LoadSchedule = none	LoadLocation = 273	LoadName = LGT9	LoadSchedule = none																																																											
AntagonistData	2007-07-31 14:53:14.539 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.11329842	25.12794685	25.11329842	25.11329842	0.219729915	0.219729915	25.09864998	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	0.008207792	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-38.55290072	15.19384176	0.439459831	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.08171082	66.49622345	69.52437592	67.67864227	67.01533508	67.53444672	67.21720886	98.59464264	75.37880707
AntagonistData	2007-07-31 14:53:15.039 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.073243305	0.073243305	0.014648661	25.11329842	25.12794685	25.11329842	25.12794685	0.219729915	0.219729915	25.09864998	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.82475695	14.52352316	0.219729915	0.219729915	0	0	71.88922119	69.89929199	70.30304718	70.90867615	72.1776123	71.88922119	71.08171082	66.43854523	69.52437592	67.67864227	67.01533508	67.53444672	67.21720886	98.59464264	75.37880707
AntagonistData	2007-07-31 14:53:15.539 GMT-07:00	25.72854233	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.11329842	25.12794685	25.09864998	25.12794685	0.219729915	0.14648661	25.11329842	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	-0.003522506	-0.045370823	-39.87565224	14.37714988	0.219729915	0.439459831	0	0	71.88922119	69.89929199	70.30304718	70.90867615	72.1776123	71.88922119	71.02403259	66.43854523	69.52437592	67.67864227	66.95765686	67.56328583	67.21720886	98.24856567	75.32112885
AntagonistData	2007-07-31 14:53:16.039 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.14648661	0.073243305	0.014648661	25.11329842	25.12794685	25.11329842	25.09864998	0.219729915	0.14648661	25.09864998	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	-38.56026542	15.11638097	0.219729915	0.219729915	0	0	71.88922119	69.87045288	70.30304718	70.90867615	72.1776123	71.88922119	71.02403259	66.55390167	69.55321503	67.67864227	66.95765686	67.56328583	67.15953064	98.24856567	75.32112885
AntagonistData	2007-07-31 14:53:16.539 GMT-07:00	25.74319077	25.7578392	0.029297322	0.014648661	0.073243305	0.073243305	0.014648661	25.12794685	25.12794685	25.11329842	25.12794685	0.29297322	0.219729915	25.09864998	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-38.28869235	15.34284529	0	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.90867615	72.1776123	71.88922119	71.08171082	66.55390167	69.55321503	67.62096405	67.13069153	67.59212494	67.15953064	97.90249634	75.20576477
AntagonistData	2007-07-31 14:53:17.040 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.14648661	0.073243305	0.014648661	25.11329842	25.12794685	25.11329842	25.12794685	0.219729915	0.219729915	25.09864998	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	0.004297693	-0.045370823	-38.72557648	15.1942363	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.1776123	71.88922119	71.08171082	66.49622345	69.55321503	67.62096405	67.13069153	67.59212494	67.21720886	97.90249634	75.20576477
AntagonistData	2007-07-31 14:53:17.540 GMT-07:00	25.72854233	25.7578392	0	0.014648661	0.073243305	0.073243305	0	25.12794685	25.12794685	25.11329842	25.12794685	0.219729915	0.219729915	25.11329842	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	0.008207792	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-39.41996184	14.94094345	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.08171082	66.49622345	69.52437592	67.67864227	67.10185242	67.59212494	67.21720886	97.55641937	75.23460388
AntagonistData	2007-07-31 14:53:18.040 GMT-07:00	25.74319077	25.7578392	0.043945983	0.029297322	0.14648661	0.14648661	0.014648661	25.11329842	25.12794685	25.12794685	25.11329842	0.219729915	0.219729915	25.09864998	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	-0.003522506	-0.045370823	-40.20048782	14.64938051	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.30304718	70.93751526	72.20645142	71.88922119	71.08171082	66.52506256	69.52437592	67.67864227	67.10185242	67.56328583	67.27489471	97.55641937	75.23460388
AntagonistData	2007-07-31 14:53:18.540 GMT-07:00	25.72854233	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.12794685	25.14259529	25.11329842	25.12794685	0.219729915	0.14648661	25.09864998	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	0.004297693	-0.045370823	-39.33618846	14.84875328	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.30304718	70.93751526	72.20645142	71.9180603	71.0528717	66.52506256	69.52437592	67.67864227	67.07301331	67.56328583	67.27489471	97.29686737	75.14808655
AntagonistData	2007-07-31 14:53:19.040 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.12794685	25.14259529	25.11329842	25.12794685	0.219729915	0.14648661	25.09864998	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.061011221	-39.02950159	14.96948164	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.20645142	71.9180603	71.0528717	66.52506256	69.52437592	67.67864227	67.07301331	67.59212494	67.21720886	97.29686737	75.14808655
AntagonistData	2007-07-31 14:53:19.540 GMT-07:00	25.74319077	25.77248764	0	0.014648661	0.14648661	0.073243305	0.014648661	25.12794685	25.12794685	25.11329842	25.11329842	0.29297322	0.219729915	25.11329842	24.24902725	24.24902725	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	-0.003522506	0.008207792	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-39.73506551	14.68423129	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.1776123	71.86038208	71.02403259	66.49622345	69.55321503	67.70748138	67.07301331	67.59212494	67.21720886	97.00846863	75.14808655
AntagonistData	2007-07-31 14:53:20.040 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.073243305	0.14648661	0.014648661	25.12794685	25.14259529	25.11329842	25.11329842	0.29297322	0.219729915	25.11329842	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-39.55765531	14.81100922	0.219729915	0.439459831	0	0	71.9180603	69.89929199	70.30304718	70.93751526	72.1776123	71.86038208	71.02403259	66.49622345	69.55321503	67.70748138	67.07301331	67.56328583	67.13069153	97.00846863	75.0327301
AntagonistData	2007-07-31 14:53:20.540 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.14648661	0.14648661	0	25.11329842	25.12794685	25.11329842	25.14259529	0.29297322	0.219729915	25.12794685	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.016027992	-0.045370823	-0.014090026	0.008207792	0.004297693	-0.045370823	-39.19126181	15.05220293	0.219729915	0.219729915	0	0	71.9180603	69.89929199	70.30304718	70.93751526	72.23529053	71.86038208	71.0528717	66.52506256	69.55321503	67.64980316	67.07301331	67.56328583	67.13069153	96.66239166	75.0327301
AntagonistData	2007-07-31 14:53:21.040 GMT-07:00	25.72854233	25.7578392	0.014648661	0.014648661	0.073243305	0.073243305	0.014648661	25.12794685	25.14259529	25.12794685	25.14259529	0.219729915	0.14648661	25.09864998	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-39.64590011	14.98236985	0.439459831	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.93751526	72.23529053	71.86038208	71.0528717	66.52506256	69.55321503	67.64980316	67.04417419	67.62096405	67.33257294	96.66239166	75.14808655
AntagonistData	2007-07-31 14:53:21.540 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.14648661	0.073243305	0.014648661	25.12794685	25.12794685	25.12794685	25.12794685	0.219729915	0.14648661	25.11329842	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.97915248	14.70290605	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.30304718	70.90867615	72.20645142	71.88922119	71.0528717	66.49622345	69.55321503	67.67864227	67.04417419	67.62096405	67.33257294	96.66239166	75.14808655
AntagonistData	2007-07-31 14:53:22.040 GMT-07:00	25.72854233	25.7578392	0	0.014648661	0.14648661	0.073243305	0.014648661	25.14259529	25.14259529	25.12794685	25.11329842	0.219729915	0.219729915	25.09864998	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.44955213	14.84283522	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.30304718	70.90867615	72.20645142	71.88922119	71.0528717	66.49622345	69.55321503	67.67864227	66.87113953	67.5056076	67.15953064	96.22979736	75.06156921
AntagonistData	2007-07-31 14:53:22.540 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.14648661	0.073243305	0.014648661	25.12794685	25.14259529	25.12794685	25.12794685	0.219729915	0.219729915	25.11329842	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-39.33145401	14.88676035	0.219729915	0.439459831	0	0	71.86038208	69.84161377	70.30304718	70.90867615	72.23529053	71.86038208	71.0528717	66.58274078	69.55321503	67.67864227	66.87113953	67.5056076	67.15953064	96.22979736	75.06156921
AntagonistData	2007-07-31 14:53:23.040 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.14648661	0.073243305	0.014648661	25.12794685	25.14259529	25.11329842	25.12794685	0.219729915	0.14648661	25.11329842	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.69968868	14.79746345	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.90867615	72.23529053	71.86038208	71.0528717	66.58274078	69.55321503	67.67864227	66.92881775	67.64980316	67.36141205	95.91256714	74.94621277
AntagonistData	2007-07-31 14:53:23.540 GMT-07:00	25.74319077	25.7578392	0.029297322	0.014648661	0.073243305	0.073243305	0.014648661	25.12794685	25.14259529	25.12794685	25.12794685	0.29297322	0.219729915	25.11329842	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	-40.13604675	14.70119639	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.96635437	72.1776123	71.86038208	71.0528717	66.55390167	69.58205414	67.67864227	66.92881775	67.64980316	67.36141205	95.91256714	74.94621277
AntagonistData	2007-07-31 14:53:24.040 GMT-07:00	25.74319077	25.74319077	0	0.014648661	0.073243305	0.073243305	0	25.14259529	25.14259529	25.12794685	25.12794685	0.219729915	0.219729915	25.12794685	24.23437881	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	0.008207792	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.77977972	14.84954235	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.96635437	72.1776123	71.86038208	71.0528717	66.55390167	69.58205414	67.67864227	66.98649597	67.53444672	67.36141205	95.59532928	74.85969543
AntagonistData	2007-07-31 14:53:24.540 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.14259529	25.14259529	25.12794685	25.12794685	0.219729915	0.219729915	25.11329842	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	-0.003522506	0.012117892	-0.076653075	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-39.60723547	15.02248113	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.90867615	72.20645142	71.86038208	71.0528717	66.49622345	69.55321503	67.67864227	66.98649597	67.53444672	67.24604797	95.59532928	74.85969543
AntagonistData	2007-07-31 14:53:25.040 GMT-07:00	25.72854233	25.77248764	0	0.029297322	0.073243305	0.073243305	0.014648661	25.14259529	25.15724373	25.12794685	25.11329842	0.219729915	0.14648661	25.14259529	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.1358951	15.25302233	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.90867615	72.20645142	71.86038208	71.08171082	66.49622345	69.55321503	67.70748138	67.10185242	67.5056076	67.24604797	95.39345551	74.94621277
AntagonistData	2007-07-31 14:53:25.540 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.12794685	25.15724373	25.12794685	25.12794685	0.219729915	0.219729915	25.12794685	24.23437881	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	-0.003522506	0.004297693	-0.045370823	-39.46507059	15.0540441	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.96635437	72.20645142	71.86038208	71.08171082	66.49622345	69.55321503	67.70748138	67.10185242	67.5056076	67.18836975	95.39345551	74.94621277
AntagonistData	2007-07-31 14:53:26.040 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.14648661	0.073243305	0.014648661	25.14259529	25.14259529	25.12794685	25.12794685	0.29297322	0.219729915	25.11329842	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-39.45757438	15.05233444	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.96635437	72.1776123	71.86038208	71.0528717	66.49622345	69.55321503	67.67864227	67.18836975	67.5056076	67.18836975	95.13389587	74.83085632
AntagonistData	2007-07-31 14:53:26.540 GMT-07:00	25.74319077	25.7578392	0	0.029297322	0.073243305	0.073243305	0.014648661	25.12794685	25.14259529	25.11329842	25.12794685	0.29297322	0.219729915	25.12794685	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-39.50005288	15.06009367	0.219729915	0.659189746	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.1776123	71.86038208	71.0528717	66.46738434	69.55321503	67.67864227	67.18836975	67.67864227	67.10185242	95.13389587	74.83085632
AntagonistData	2007-07-31 14:53:27.040 GMT-07:00	25.74319077	25.7578392	0.014648661	0.014648661	0.073243305	0.073243305	0.014648661	25.14259529	25.14259529	25.12794685	25.14259529	0.29297322	0.219729915	25.12794685	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-39.42706351	15.19147454	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.1776123	71.88922119	71.08171082	66.46738434	69.55321503	67.67864227	67.07301331	67.67864227	67.10185242	94.87434387	74.65781403
AntagonistData	2007-07-31 14:53:27.541 GMT-07:00	25.74319077	25.77248764	0.014648661	0.014648661	0.14648661	0.073243305	0.014648661	25.14259529	25.14259529	25.14259529	25.14259529	0.29297322	0.219729915	25.12794685	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.55581413	15.01958786	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.30304718	70.93751526	72.1776123	71.88922119	71.08171082	66.55390167	69.55321503	67.67864227	67.07301331	67.47676849	67.21720886	94.87434387	74.65781403
AntagonistData	2007-07-31 14:53:28.041 GMT-07:00	25.74319077	25.77248764	0.014648661	0.014648661	0.073243305	0.073243305	0	25.14259529	25.14259529	25.12794685	25.14259529	0.219729915	0.219729915	25.12794685	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-39.60210649	15.03839413	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.30304718	70.93751526	72.20645142	71.88922119	71.0528717	66.55390167	69.52437592	67.67864227	67.07301331	67.47676849	67.21720886	94.64362335	74.65781403
AntagonistData	2007-07-31 14:53:28.541 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.073243305	0.073243305	0.014648661	25.14259529	25.15724373	25.14259529	25.12794685	0.29297322	0.219729915	25.12794685	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	-39.91510595	14.80680083	0.219729915	0.439459831	0	0	71.94689941	69.87045288	70.30304718	70.93751526	72.20645142	71.88922119	71.0528717	66.55390167	69.52437592	67.67864227	67.15953064	67.47676849	67.15953064	94.64362335	74.57129669
AntagonistData	2007-07-31 14:53:29.041 GMT-07:00	25.74319077	25.77248764	0.014648661	0.014648661	0.073243305	0.073243305	0.014648661	25.14259529	25.14259529	25.12794685	25.14259529	0.219729915	0.219729915	25.12794685	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	-40.09264767	14.81153527	0.219729915	0.439459831	0	0	71.94689941	69.87045288	70.30304718	70.93751526	72.1776123	71.88922119	71.02403259	66.58274078	69.52437592	67.67864227	67.15953064	67.47676849	67.15953064	94.38407135	74.57129669
AntagonistData	2007-07-31 14:53:29.541 GMT-07:00	25.7578392	25.7578392	0.014648661	0.014648661	0.073243305	0.073243305	0.014648661	25.14259529	25.14259529	25.14259529	25.14259529	0.219729915	0.219729915	25.12794685	24.23437881	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	-0.003522506	0.012117892	-0.076653075	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-40.08015399	14.75103958	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.93751526	72.1776123	71.88922119	71.02403259	66.58274078	69.52437592	67.67864227	66.92881775	67.5056076	67.27489471	94.38407135	74.74433136
AntagonistData	2007-07-31 14:53:30.041 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.14648661	0.073243305	0.014648661	25.14259529	25.15724373	25.14259529	25.14259529	0.29297322	0.219729915	25.14259529	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	-0.003522506	3.88E-04	-0.045370823	-40.17668408	14.68988632	0.219729915	0.659189746	0	0	71.88922119	69.84161377	70.30304718	70.96635437	72.1776123	71.86038208	71.02403259	66.49622345	69.58205414	67.67864227	66.92881775	67.5056076	67.27489471	94.38407135	74.74433136
AntagonistData	2007-07-31 14:53:30.541 GMT-07:00	25.74319077	25.74319077	0	0.014648661	0.073243305	0.073243305	0	25.14259529	25.15724373	25.14259529	25.14259529	0.219729915	0.219729915	25.12794685	24.24902725	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.061011221	-40.16800426	14.76103452	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.30304718	70.96635437	72.1776123	71.86038208	71.0528717	66.49622345	69.58205414	67.67864227	67.01533508	67.56328583	67.21720886	94.03799438	74.65781403
AntagonistData	2007-07-31 14:53:31.041 GMT-07:00	25.74319077	25.77248764	0	0.014648661	0.14648661	0.073243305	0.014648661	25.14259529	25.15724373	25.14259529	25.14259529	0.219729915	0.219729915	25.12794685	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	-40.25440789	14.74314883	0.219729915	0.439459831	0	0	71.86038208	69.89929199	70.27420807	70.93751526	72.20645142	71.88922119	71.0528717	66.49622345	69.55321503	67.64980316	67.01533508	67.56328583	67.21720886	94.03799438	74.65781403
AntagonistData	2007-07-31 14:53:31.541 GMT-07:00	25.7578392	25.7578392	0.029297322	0.029297322	0.073243305	0.14648661	0.014648661	25.14259529	25.14259529	25.15724373	25.14259529	0.219729915	0.219729915	25.12794685	24.23437881	24.21973038	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	3.88E-04	0.004297693	-0.045370823	-40.0930422	14.72184383	0.439459831	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.93751526	72.20645142	71.88922119	71.0528717	66.49622345	69.55321503	67.64980316	67.04417419	67.53444672	67.21720886	93.89379883	74.51361847
AntagonistData	2007-07-31 14:53:32.041 GMT-07:00	25.74319077	25.7578392	0	0.014648661	0.14648661	0.073243305	0.014648661	25.14259529	25.15724373	25.12794685	25.14259529	0.219729915	0.219729915	25.12794685	24.24902725	24.23437881	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	-40.06871241	14.66187418	0.219729915	0.439459831	0	0	71.86038208	69.87045288	70.27420807	70.90867615	72.20645142	71.88922119	71.0528717	66.55390167	69.55321503	67.64980316	67.04417419	67.53444672	67.21720886	93.89379883	74.51361847
