ExperimentControl	310	"StartTime = Jul 31, 2007 16:06:06.879"	"EndTime = Jul 31, 2007 16:07:31.894"	OperationCode = D1_B1_L1	OperationMode = 34	TestArticleName = HyDE	"Comments = ""Testing runs for HyDE for FY2007 IVHM Milestone (HyDE History=5)"""	FaultType = discrete	FaultMode = failed off	FaultLocation = INV1	FaultInjection = manual	LoadLocation = 170	LoadName = LGT6	LoadSchedule = none	LoadLocation = 171	LoadName = FAN1	LoadSchedule = none	LoadLocation = 172	LoadName = FAN3	LoadSchedule = none	LoadLocation = 173	LoadName = LGT8	LoadSchedule = none																																																											
AntagonistData	2007-07-31 16:06:42.690 GMT-07:00	25.52346039	25.50881195	25.49416351	25.49416351	121.2451315	121.2451315	25.49416351	25.2597847	25.24513626	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	3.88E-04	0.008207792	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.47392286	15.2791933	60.21972895	0.439459831	0	0	71.86038208	69.84161377	70.27420807	70.85099792	72.09109497	71.83154297	70.93751526	78.89723206	78.43579865	75.20576477	67.13069153	67.59212494	67.21720886	69.35134125	66.12130737
AntagonistData	2007-07-31 16:06:43.190 GMT-07:00	25.52346039	25.49416351	25.49416351	25.49416351	121.1718893	121.2451315	25.49416351	25.2597847	25.24513626	0.014648661	0	0.219729915	0.14648661	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	3.88E-04	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	14.68133802	15.3026025	60.21972895	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.87983704	72.09109497	71.83154297	70.93751526	78.7530365	78.43579865	75.20576477	67.13069153	67.56328583	67.21720886	69.35134125	66.12130737
AntagonistData	2007-07-31 16:06:43.690 GMT-07:00	25.52346039	25.49416351	25.49416351	25.49416351	121.1718893	121.2451315	25.52346039	25.27443314	25.2597847	0	0	0.219729915	0.219729915	0.014648661	24.21973038	24.1904335	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.112025941	3.88E-04	0.012117892	-0.045370823	-0.014090026	-0.003522506	3.88E-04	-0.045370823	13.90633556	14.64017464	60.43946147	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.87983704	72.11993408	71.77386475	70.93751526	78.7530365	78.34928131	75.20576477	67.13069153	67.56328583	67.21720886	69.32250214	66.1789856
AntagonistData	2007-07-31 16:06:44.190 GMT-07:00	25.52346039	25.49416351	25.52346039	25.49416351	121.1718893	121.3183737	25.47951508	25.2597847	25.27443314	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.12766634	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.54901642	15.63927419	60.43946147	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.87983704	72.11993408	71.77386475	70.93751526	78.66651154	78.34928131	75.20576477	67.13069153	67.59212494	67.24604797	69.32250214	66.1789856
AntagonistData	2007-07-31 16:06:44.690 GMT-07:00	25.52346039	25.50881195	25.49416351	25.49416351	121.1718893	121.2451315	25.52346039	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.029297322	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.096385543	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	15.24881394	16.29841424	60.21972895	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.87983704	72.11993408	71.80270386	70.93751526	78.66651154	78.3204422	75.11924744	67.13069153	67.59212494	67.24604797	69.35134125	66.1789856
AntagonistData	2007-07-31 16:06:45.190 GMT-07:00	25.52346039	25.49416351	25.49416351	25.49416351	121.1718893	121.3183737	25.49416351	25.27443314	25.27443314	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.033822494	1.112025941	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	14.39372044	14.5632399	60.21972895	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.87983704	72.11993408	71.80270386	70.93751526	78.66651154	78.3204422	75.11924744	67.07301331	67.53444672	67.21720886	69.35134125	66.1789856
AntagonistData	2007-07-31 16:06:45.690 GMT-07:00	25.52346039	25.50881195	25.49416351	25.49416351	121.1718893	121.3183737	25.49416351	25.2597847	25.2597847	0.029297322	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.018182095	1.112025941	3.88E-04	0.008207792	-0.061011221	-0.014090026	-0.003522506	-0.003522506	-0.045370823	13.24232955	14.87821205	60.21972895	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.85099792	72.14877319	71.80270386	70.93751526	78.63767242	78.29160309	75.06156921	67.07301331	67.53444672	67.21720886	69.32250214	66.1789856
AntagonistData	2007-07-31 16:06:46.190 GMT-07:00	25.52346039	25.49416351	25.52346039	25.49416351	121.1718893	121.3183737	25.47951508	25.2597847	25.2597847	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.096385543	0.012117892	0.008207792	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	14.25721059	16.70018456	60.21972895	0.439459831	0	0	71.9180603	69.84161377	70.27420807	70.85099792	72.14877319	71.80270386	70.93751526	78.63767242	78.29160309	75.06156921	67.15953064	67.56328583	67.18836975	69.32250214	66.1789856
AntagonistData	2007-07-31 16:06:46.690 GMT-07:00	25.49416351	25.49416351	25.52346039	25.49416351	121.1718893	121.3183737	25.49416351	25.2597847	25.2597847	0	0	0.219729915	0.219729915	0	24.24902725	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.096385543	-0.003522506	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	15.72988622	17.67626945	60.21972895	0.439459831	0	0	71.9180603	69.84161377	70.27420807	70.87983704	72.14877319	71.83154297	70.93751526	78.49347687	78.20507813	75.00389099	67.15953064	67.56328583	67.18836975	69.32250214	66.1789856
AntagonistData	2007-07-31 16:06:47.190 GMT-07:00	25.49416351	25.50881195	25.52346039	25.50881195	121.2451315	121.2451315	25.49416351	25.2597847	25.2597847	0	0	0.29297322	0.219729915	0.014648661	24.24902725	24.21973038	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.12766634	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	0.004297693	-0.045370823	15.92149976	17.80502007	60.21972895	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.87983704	72.14877319	71.83154297	70.96635437	78.49347687	78.20507813	75.00389099	67.04417419	67.56328583	67.18836975	69.32250214	66.23666382
AntagonistData	2007-07-31 16:06:47.690 GMT-07:00	25.52346039	25.49416351	25.49416351	25.47951508	121.1718893	121.3183737	25.49416351	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.20508194	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1.065103291	1.096385543	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	15.74895552	17.57816121	60.21972895	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.87983704	72.09109497	71.77386475	70.96635437	78.40695953	78.17623901	74.97505188	67.04417419	67.56328583	67.18836975	69.32250214	66.23666382
UserCommand	2007-07-31 16:06:47.816 GMT-07:00	EY170_CL	1																																																																															
AntagonistCommand	2007-07-31 16:06:47.816 GMT-07:00	EY170_CL	1																																																																															
AntagonistData	2007-07-31 16:06:48.190 GMT-07:00	25.4502182	25.36232567	25.36232567	25.31838036	120.9521627	121.0254049	25.37697411	25.2597847	25.21583939	0.029297322	0	0.219729915	0.219729915	0.014648661	24.21973038	24.17578316	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	4.162900453	5.070049386	0.532164416	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	33.74787136	18.72679034	60.21972895	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.87983704	72.09109497	71.77386475	70.93751526	78.40695953	78.17623901	74.97505188	67.13069153	67.56328583	67.21720886	69.35134125	66.26551056
AntagonistData	2007-07-31 16:06:48.690 GMT-07:00	25.43556786	25.28908157	25.31838036	25.31838036	120.9521627	121.0254049	25.36232567	25.2597847	25.21583939	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.17578316	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	4.272383242	4.334944836	0.536074516	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	49.95282682	19.62488838	60.21972895	0.439459831	0	0	71.88922119	69.84161377	70.27420807	70.85099792	72.14877319	71.77386475	70.93751526	78.66651154	78.3204422	75.20576477	67.13069153	67.56328583	67.21720886	69.35134125	66.26551056
UserCommand	2007-07-31 16:06:48.973 GMT-07:00	EY171_CL	1																																																																															
AntagonistCommand	2007-07-31 16:06:48.973 GMT-07:00	EY171_CL	1																																																																															
AntagonistData	2007-07-31 16:06:49.190 GMT-07:00	25.36232567	25.14259529	25.14259529	25.08400154	120.659194	120.7324362	25.21583939	25.2597847	25.17189217	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.10254097	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	7.088650321	4.272383242	1.118927469	0.012117892	-0.061011221	-0.014090026	0.008207792	0.004297693	-0.045370823	49.07458715	18.27885917	60.21972895	0.219729915	0	0	71.88922119	69.84161377	70.27420807	70.85099792	72.14877319	71.80270386	70.96635437	78.66651154	78.3204422	75.20576477	67.10185242	67.5056076	67.21720886	69.38018036	66.35202789
AntagonistData	2007-07-31 16:06:49.690 GMT-07:00	25.33302879	25.11329842	25.09864998	25.08400154	120.7324362	120.7324362	25.23048782	25.24513626	25.17189217	0.014648661	0	0.219729915	0.14648661	0.014648661	24.23437881	24.13183784	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	7.901956863	7.917597261	1.079826109	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	49.76910403	17.533447	60.21972895	0.219729915	60	0	71.88922119	69.87045288	70.30304718	70.85099792	72.14877319	71.80270386	70.96635437	79.32982635	78.66651154	75.20576477	67.10185242	67.5056076	67.21720886	69.38018036	66.35202789
UserCommand	2007-07-31 16:06:49.973 GMT-07:00	EY172_CL	1																																																																															
AntagonistCommand	2007-07-31 16:06:49.973 GMT-07:00	EY172_CL	1																																																																															
AntagonistData	2007-07-31 16:06:50.190 GMT-07:00	25.31838036	25.05470276	25.11329842	25.05470276	120.4394531	120.5127096	25.14259529	25.24513626	25.17189217	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.14648628	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	8.71526195	8.386812126	1.271422446	0.008207792	-0.076653075	-0.014090026	0.008207792	0.004297693	-0.061011221	50.56633207	19.18011351	60.21972895	0.439459831	120	0	71.9180603	69.87045288	70.30304718	70.85099792	72.14877319	71.80270386	70.96635437	79.32982635	78.66651154	75.52300262	67.15953064	67.59212494	67.21720886	69.35134125	66.380867
AntagonistData	2007-07-31 16:06:50.690 GMT-07:00	25.28908157	25.05470276	25.0693531	24.98146057	120.4394531	120.5127096	25.17189217	25.2597847	25.14259529	0.029297322	0	0.219729915	0.219729915	0.014648661	24.24902725	24.11718941	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	8.793465397	8.902948187	1.279242645	0.012117892	-0.061011221	-0.014090026	3.88E-04	-0.003522506	-0.061011221	48.50382342	18.27123145	60.21972895	0.439459831	240	0	71.9180603	69.84161377	70.27420807	70.87983704	72.14877319	71.80270386	70.96635437	80.02197266	79.0125885	75.52300262	67.15953064	67.59212494	67.27489471	69.35134125	66.380867
UserCommand	2007-07-31 16:06:50.832 GMT-07:00	EY173_CL	1																																																																															
AntagonistCommand	2007-07-31 16:06:50.832 GMT-07:00	EY173_CL	1																																																																															
AntagonistData	2007-07-31 16:06:51.190 GMT-07:00	25.24513626	25.02540588	25.01075745	24.89356804	120.2929688	120.2929688	25.04005432	25.27443314	25.15724373	0.043945983	0	0.219729915	0.219729915	0.014648661	24.21973038	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	12.5950834	1.690050124	0.012117892	-0.061011221	-0.014090026	-0.003522506	0.004297693	-0.045370823	49.28671662	17.70388705	60.21972895	0.439459831	300	0	71.9180603	69.84161377	70.27420807	70.87983704	72.11993408	71.80270386	70.93751526	80.02197266	79.0125885	75.84024048	67.04417419	67.59212494	67.27489471	69.26482391	66.26551056
AntagonistData	2007-07-31 16:06:51.690 GMT-07:00	25.23048782	24.92286491	24.86427116	24.90821648	120.2929688	120.2929688	24.98146057	25.27443314	25.12794685	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.43768664	11.48460783	1.682229925	0.008207792	-0.045370823	-0.014090026	-0.003522506	3.88E-04	-0.045370823	48.91611473	18.32620363	60.21972895	0.439459831	360	0	71.9180603	69.87045288	70.27420807	70.85099792	72.11993408	71.80270386	70.93751526	80.71411896	79.0125885	75.84024048	67.04417419	67.59212494	67.36141205	69.26482391	66.26551056
AntagonistData	2007-07-31 16:06:52.190 GMT-07:00	25.21583939	24.84962273	24.83497429	24.89356804	120.2929688	120.3662109	24.92286491	25.24513626	25.14259529	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.50024823	1.690050124	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.03958472	17.21992149	60.21972895	0.439459831	360	0	71.9180603	69.87045288	70.27420807	70.85099792	72.11993408	71.80270386	70.96635437	80.71411896	79.32982635	76.1574707	67.18836975	67.59212494	67.36141205	69.35134125	66.32318878
AntagonistData	2007-07-31 16:06:52.690 GMT-07:00	25.12794685	24.8789196	24.90821648	24.82032585	120.2929688	120.3662109	24.8789196	25.2597847	25.12794685	0.014648661	0	0.219729915	0.219729915	0.029297322	24.23437881	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.43768664	11.48460783	1.678319825	0.012117892	-0.061011221	-0.014090026	-0.003522506	0.004297693	-0.045370823	49.04525989	17.88800438	60.21972895	0.439459831	480	0	71.88922119	69.84161377	70.27420807	70.87983704	72.11993408	71.80270386	70.96635437	81.40627289	79.32982635	76.1574707	67.18836975	67.62096405	67.24604797	69.35134125	66.32318878
AntagonistData	2007-07-31 16:06:53.190 GMT-07:00	25.17189217	24.98146057	24.9521637	24.9521637	120.2929688	120.3662109	25.01075745	25.2597847	25.15724373	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.11718941	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.43768664	1.682229925	0.012117892	-0.061011221	-0.014090026	3.88E-04	0.004297693	-0.045370823	48.03721749	17.30067009	60.21972895	0.439459831	480	0	71.88922119	69.84161377	70.27420807	70.87983704	72.14877319	71.77386475	70.93751526	81.40627289	79.67589569	76.44586945	67.18836975	67.62096405	67.24604797	69.29366302	66.32318878
AntagonistData	2007-07-31 16:06:53.691 GMT-07:00	25.1865406	24.83497429	24.80567551	24.79102707	120.2929688	120.3662109	24.92286491	25.2597847	25.12794685	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.10254097	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.46896743	11.43768664	1.693960224	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.85535601	17.51095838	60.21972895	0.439459831	540	0	71.88922119	69.87045288	70.24536133	70.87983704	72.14877319	71.77386475	70.93751526	81.40627289	79.67589569	76.44586945	67.10185242	67.56328583	67.24604797	69.29366302	66.380867
AntagonistData	2007-07-31 16:06:54.191 GMT-07:00	25.11329842	24.82032585	24.80567551	24.92286491	120.2929688	120.3662109	24.86427116	25.2597847	25.15724373	0.014648661	0	0.219729915	0.219729915	0	24.23437881	24.10254097	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.35948319	11.43768664	1.705690523	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.061011221	48.27604397	17.77924364	60.21972895	0.439459831	480	0	71.88922119	69.87045288	70.24536133	70.85099792	72.11993408	71.80270386	70.93751526	82.06958008	79.99313354	76.70542145	67.10185242	67.56328583	67.24604797	69.38018036	66.380867
AntagonistData	2007-07-31 16:06:54.691 GMT-07:00	25.14259529	24.82032585	24.84962273	24.74708176	120.2929688	120.3662109	24.9521637	25.2597847	25.12794685	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.40640584	11.43768664	1.643128565	0.008207792	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.55840105	17.46045763	60.21972895	0.439459831	540	0	71.88922119	69.87045288	70.27420807	70.85099792	72.11993408	71.80270386	70.93751526	82.06958008	79.99313354	76.70542145	67.10185242	67.59212494	67.27489471	69.38018036	66.40970612
AntagonistData	2007-07-31 16:06:55.191 GMT-07:00	25.12794685	24.86427116	24.84962273	24.82032585	120.2929688	120.2929688	24.98146057	25.2597847	25.15724373	0	0	0.14648661	0.219729915	0.014648661	24.23437881	24.11718941	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.40640584	11.45332704	1.705690523	0.008207792	-0.045370823	-0.014090026	-0.003522506	3.88E-04	-0.045370823	48.07141071	17.26818653	60.21972895	0.439459831	540	0	71.88922119	69.87045288	70.27420807	70.85099792	72.09109497	71.77386475	70.93751526	82.79057312	80.33921051	77.0226593	67.10185242	67.59212494	67.27489471	69.38018036	66.40970612
AntagonistData	2007-07-31 16:06:55.691 GMT-07:00	25.08400154	24.79102707	24.79102707	24.77637863	120.2929688	120.3662109	24.83497429	25.2597847	25.12794685	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.10254097	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.46896743	11.43768664	1.643128565	0.012117892	-0.045370823	-0.014090026	0.008207792	0.004297693	-0.045370823	48.44569495	17.40864175	60.21972895	0.439459831	600	0	71.86038208	69.87045288	70.27420807	70.85099792	72.09109497	71.77386475	70.90867615	82.79057312	80.33921051	77.0226593	67.18836975	67.56328583	67.18836975	69.38018036	66.43854523
AntagonistData	2007-07-31 16:06:56.191 GMT-07:00	25.12794685	24.8789196	24.83497429	24.86427116	120.3662109	120.2929688	24.89356804	25.2597847	25.15724373	0.029297322	0	0.219729915	0.219729915	0.014648661	24.23437881	24.13183784	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.48460783	11.45332704	1.670499262	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.22146634	17.70033621	60.21972895	0.439459831	540	0	71.86038208	69.87045288	70.27420807	70.85099792	72.09109497	71.77386475	70.90867615	83.45388031	80.71411896	77.28221893	67.18836975	67.56328583	67.18836975	69.38018036	66.43854523
AntagonistData	2007-07-31 16:06:56.691 GMT-07:00	25.11329842	24.8789196	24.89356804	24.77637863	120.3662109	120.3662109	24.86427116	25.2597847	25.14259529	0.043945983	0	0.219729915	0.219729915	0.014648661	24.23437881	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.45332704	1.674409362	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	48.23816841	17.38759977	60.21972895	0.439459831	540	0	71.9180603	69.87045288	70.27420807	70.85099792	72.09109497	71.77386475	70.90867615	83.45388031	80.71411896	77.28221893	67.10185242	67.56328583	67.30373383	69.35134125	66.26551056
AntagonistData	2007-07-31 16:06:57.191 GMT-07:00	25.11329842	24.77637863	24.74708176	24.86427116	120.2929688	120.3662109	24.93751526	25.2597847	25.14259529	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.42204624	1.674409362	0.008207792	-0.076653075	-0.014090026	0.008207792	-0.003522506	-0.045370823	48.30116284	17.64141867	60.21972895	0.439459831	600	0	71.9180603	69.87045288	70.24536133	70.85099792	72.11993408	71.77386475	70.90867615	84.08834839	81.03135681	77.57061005	67.10185242	67.56328583	67.30373383	69.35134125	66.26551056
AntagonistData	2007-07-31 16:06:57.691 GMT-07:00	25.09864998	24.73243332	24.74708176	24.82032585	120.3662109	120.3662109	24.89356804	25.2597847	25.15724373	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.43768664	11.45332704	1.678319825	0.012117892	-0.076653075	-0.014090026	0.008207792	0.004297693	-0.045370823	48.58772832	17.91759466	60.21972895	0.659189746	540	0	71.88922119	69.87045288	70.24536133	70.85099792	72.11993408	71.77386475	70.93751526	84.08834839	81.03135681	77.57061005	67.15953064	67.5056076	67.30373383	69.35134125	66.35202789
AntagonistData	2007-07-31 16:06:58.191 GMT-07:00	25.09864998	24.80567551	24.83497429	24.67383766	120.2929688	120.3662109	24.93751526	25.2597847	25.12794685	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.48460783	11.48460783	1.658768964	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.18779917	17.63550061	60.21972895	0.439459831	600	0	71.88922119	69.84161377	70.27420807	70.85099792	72.11993408	71.77386475	70.93751526	84.78050232	81.37743378	77.57061005	67.15953064	67.5056076	67.21720886	69.35134125	66.35202789
AntagonistData	2007-07-31 16:06:58.691 GMT-07:00	25.02540588	24.82032585	24.83497429	24.68848801	120.3662109	120.3662109	24.83497429	25.2597847	25.12794685	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.08789253	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.45332704	1.647038665	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.79223007	17.78345204	60.21972895	0.439459831	540	0	71.9180603	69.84161377	70.27420807	70.85099792	72.11993408	71.83154297	70.93751526	84.78050232	81.37743378	77.85900879	67.04417419	67.62096405	67.21720886	69.32250214	66.35202789
AntagonistData	2007-07-31 16:06:59.191 GMT-07:00	25.09864998	24.8789196	24.84962273	24.80567551	120.2929688	120.3662109	24.89356804	25.24513626	25.17189217	0.029297322	0	0.219729915	0.219729915	0.014648661	24.23437881	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.48460783	1.682229925	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.09126908	17.54304741	60.21972895	0.439459831	600	0	71.9180603	69.87045288	70.30304718	70.87983704	72.11993408	71.83154297	70.93751526	85.44380951	81.78118896	77.85900879	67.04417419	67.62096405	67.21720886	69.32250214	66.35202789
AntagonistData	2007-07-31 16:06:59.691 GMT-07:00	25.04005432	24.84962273	24.84962273	24.68848801	120.2929688	120.3662109	24.82032585	25.2597847	25.12794685	0.014648661	0	0.219729915	0.14648661	0.014648661	24.23437881	24.07324409	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.40640584	11.43768664	1.678319825	0.008207792	-0.076653075	-0.014090026	-0.003522506	3.88E-04	-0.045370823	48.20739451	17.37576366	60.21972895	0.439459831	540	0	71.9180603	69.87045288	70.30304718	70.87983704	72.11993408	71.77386475	70.96635437	85.44380951	81.78118896	78.11856079	67.10185242	67.62096405	67.21720886	69.32250214	66.35202789
AntagonistData	2007-07-31 16:07:00.191 GMT-07:00	25.08400154	24.83497429	24.79102707	24.73243332	120.2929688	120.3662109	24.86427116	25.24513626	25.15724373	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.10254097	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	11.45332704	11.43768664	1.619667604	0.012117892	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	48.40597821	17.38773128	60.21972895	0.219729915	600	0	71.9180603	69.84161377	70.24536133	70.87983704	72.11993408	71.77386475	70.96635437	86.02059937	81.78118896	78.11856079	67.10185242	67.59212494	67.24604797	69.32250214	66.35202789
